company_id,name,industry,size_band,city,tier,registered_date
596,"Khanna, Kade and Nadig",Manufacturing,Startup (<50),Tenali,Tier-3,2023-11-24
597,"Chadha, Solanki and Oza",FMCG,Mid (200-1000),Fatehpur,Tier-2,2023-10-29
598,"Nagarajan, Tara and Batta",Information Technology,Small (50-200),Burhanpur,Tier-3,2024-02-12
599,"Purohit, Radhakrishnan and Bera",EdTech,Large (1000-5000),Begusarai,Tier-3,2023-09-28
600,"Pandya, Bal and Sule",EdTech,Mid (200-1000),Pali,Tier-3,2023-12-25
601,Kadakia-Wason,EdTech,Enterprise (5000+),Akola,Tier-2,2023-10-02
602,Hayer PLC,EdTech,Startup (<50),Aurangabad,Tier-2,2023-08-20
603,Bora Group,Manufacturing,Mid (200-1000),Jorhat,Tier-2,2023-10-04
604,Mahal PLC,Telecommunications,Startup (<50),Vijayanagaram,Tier-3,2024-01-19
605,"Sahota, Bera and Kamdar",Cybersecurity,Large (1000-5000),Purnia,Tier-3,2023-11-17
606,"Golla, Hans and Bakshi",Information Technology,Large (1000-5000),Sonipat,Tier-3,2024-01-15
607,Prabhu-Srivastava,Cybersecurity,Startup (<50),Karawal Nagar,Tier-2,2023-12-31
608,"Mangal, Raval and Hans",Logistics,Small (50-200),Phagwara,Tier-3,2023-12-03
609,Dada-Mallick,EdTech,Mid (200-1000),Sirsa,Tier-2,2024-01-21
610,Sha-Bhakta,Healthcare,Mid (200-1000),Kurnool,Tier-3,2024-02-04
611,Patla-Ratti,Manufacturing,Small (50-200),Udupi,Tier-2,2024-03-13
612,Krishna and Sons,Cybersecurity,Startup (<50),Bhilwara,Tier-3,2023-11-28
613,"Ravel, Date and Modi",Cybersecurity,Small (50-200),Purnia,Tier-2,2023-08-19
614,"Tara, Magar and Shere",EdTech,Small (50-200),Bettiah,Tier-3,2023-07-09
615,"Parmar, Karpe and Rajan",E-Commerce,Startup (<50),Bilaspur,Tier-2,2023-08-27
616,"Jaggi, Choudhury and Varghese",EdTech,Small (50-200),Amritsar,Tier-1,2024-03-09
617,Dara LLC,Manufacturing,Mid (200-1000),Patna,Tier-2,2024-01-01
618,Cheema-Sarma,Telecommunications,Small (50-200),Kulti,Tier-2,2023-06-27
619,Mand-Bajaj,Financial Services,Small (50-200),Agra,Tier-2,2024-02-07
620,"Vohra, Gokhale and Mukherjee",EdTech,Startup (<50),Gudivada,Tier-1,2023-08-26
621,Dhaliwal and Sons,E-Commerce,Enterprise (5000+),Katihar,Tier-2,2024-02-01
622,Bail Ltd,FMCG,Enterprise (5000+),Amroha,Tier-2,2023-08-29
623,"Gill, Golla and Jaggi",FMCG,Small (50-200),Anand,Tier-2,2023-10-19
624,Palan-Kapur,FMCG,Startup (<50),Nangloi Jat,Tier-3,2024-01-06
625,Shukla-Som,EdTech,Enterprise (5000+),Raurkela Industrial Township,Tier-2,2023-08-22
626,Bedi-Kade,Healthcare,Startup (<50),Mysore,Tier-2,2023-12-21
627,"Borra, Raja and Dhar",Telecommunications,Enterprise (5000+),Bhalswa Jahangir Pur,Tier-1,2023-10-09
628,Reddy-Mutti,Logistics,Small (50-200),Sonipat,Tier-3,2024-03-26
629,Loke PLC,FMCG,Large (1000-5000),Raurkela Industrial Township,Tier-2,2023-06-28
630,Krishnamurthy-Mannan,E-Commerce,Small (50-200),Solapur,Tier-2,2023-07-01
631,Chokshi Ltd,Healthcare,Small (50-200),Jehanabad,Tier-3,2024-02-20
632,"Krishnamurthy, Oak and Patel",EdTech,Large (1000-5000),Chandrapur,Tier-3,2023-10-16
633,Sachdeva-Deshpande,Information Technology,Small (50-200),Akola,Tier-3,2024-01-11
634,Shah PLC,Information Technology,Small (50-200),Panipat,Tier-2,2023-07-01
635,"Arya, Chawla and Venkataraman",Automotive,Small (50-200),Bardhaman,Tier-2,2023-10-13
636,Pai Ltd,Financial Services,Startup (<50),Aurangabad,Tier-2,2023-11-23
637,Borra-Tara,FMCG,Small (50-200),Ulhasnagar,Tier-2,2023-07-13
638,"Sodhi, Gola and Tata",E-Commerce,Mid (200-1000),Pimpri-Chinchwad,Tier-3,2023-10-23
639,Kurian LLC,E-Commerce,Mid (200-1000),Tumkur,Tier-2,2023-12-30
640,Singh-Gera,FMCG,Small (50-200),Chandigarh,Tier-3,2023-11-11
641,Dhar-Luthra,Telecommunications,Mid (200-1000),Saharsa,Tier-1,2023-11-11
642,Kumer Inc,Healthcare,Startup (<50),Bharatpur,Tier-2,2024-03-05
643,Dyal-Kalita,EdTech,Small (50-200),Miryalaguda,Tier-3,2023-07-06
644,"Ramesh, Bhavsar and Dewan",Cybersecurity,Small (50-200),Dharmavaram,Tier-3,2023-09-12
645,Maharaj-Rajagopal,Logistics,Startup (<50),Mirzapur,Tier-1,2024-02-02
646,Shroff Ltd,Consulting,Startup (<50),Chittoor,Tier-3,2023-10-05
647,Krish LLC,EdTech,Enterprise (5000+),Muzaffarpur,Tier-2,2023-08-22
648,"Din, Jain and Dubey",FMCG,Startup (<50),Alappuzha,Tier-2,2023-10-24
649,Krishnan-Sankaran,Consulting,Mid (200-1000),Davanagere,Tier-2,2023-07-07
650,Ray-Tella,Manufacturing,Startup (<50),Dehri,Tier-2,2023-08-06
651,Mahal-Dube,Cybersecurity,Startup (<50),Pudukkottai,Tier-2,2024-01-09
652,Issac-Srinivasan,Cybersecurity,Mid (200-1000),Uluberia,Tier-3,2023-08-25
653,"Dada, Wali and Bhatt",Information Technology,Small (50-200),Guna,Tier-1,2023-10-17
654,Thaker LLC,Information Technology,Mid (200-1000),Pallavaram,Tier-2,2024-02-17
655,Rajagopal-Edwin,EdTech,Small (50-200),Kamarhati,Tier-2,2023-08-12
656,"Shroff, De and Lala",Information Technology,Startup (<50),Jhansi,Tier-3,2023-12-21
657,Divan-Golla,Healthcare,Startup (<50),Alappuzha,Tier-3,2023-09-13
658,"Karan, Kapur and Tak",Manufacturing,Small (50-200),Maheshtala,Tier-2,2023-12-26
659,Butala-Lata,Financial Services,Startup (<50),Tirunelveli,Tier-1,2023-07-06
660,Prabhakar-Kamdar,Automotive,Enterprise (5000+),Bhusawal,Tier-2,2024-02-11
661,"Zacharia, Dube and Manne",Automotive,Mid (200-1000),Phagwara,Tier-2,2024-02-09
662,"Chakrabarti, Lata and Dada",Healthcare,Mid (200-1000),Ujjain,Tier-3,2024-01-16
663,"Naidu, Mangat and Setty",E-Commerce,Small (50-200),Latur,Tier-3,2024-02-22
664,Handa-Chahal,E-Commerce,Small (50-200),Silchar,Tier-1,2023-12-13
665,"More, Gandhi and Thaman",EdTech,Startup (<50),Hubli–Dharwad,Tier-2,2023-09-05
666,Krishnamurthy-Mangal,Logistics,Enterprise (5000+),Secunderabad,Tier-1,2023-09-20
667,"Trivedi, Randhawa and Subramanian",Cybersecurity,Startup (<50),Chapra,Tier-3,2024-02-15
668,Chatterjee Inc,Information Technology,Startup (<50),Bhubaneswar,Tier-2,2023-10-25
669,"Raman, Bhavsar and Verma",Financial Services,Startup (<50),Gaya,Tier-2,2023-07-04
670,"Balasubramanian, Bhasin and Bora",Telecommunications,Startup (<50),Durgapur,Tier-3,2023-07-14
671,"Goyal, Sibal and Choudhary",Consulting,Startup (<50),Guntur,Tier-2,2023-06-25
672,"Atwal, Modi and Lalla",Healthcare,Enterprise (5000+),Pallavaram,Tier-3,2023-09-12
673,Bains-Sur,Cybersecurity,Small (50-200),Bhopal,Tier-3,2023-09-27
674,Raval-Bora,Information Technology,Startup (<50),Cuttack,Tier-2,2024-02-14
675,Tailor-Chopra,EdTech,Large (1000-5000),Jodhpur,Tier-2,2023-10-28
676,Rattan Group,Manufacturing,Small (50-200),Pudukkottai,Tier-2,2023-07-15
677,"Sane, Mohan and Oak",Automotive,Startup (<50),Tenali,Tier-3,2023-11-02
678,Sankaran-Buch,Healthcare,Small (50-200),Machilipatnam,Tier-3,2024-01-01
679,"Choudhary, Chaudhari and Sha",Logistics,Small (50-200),Nadiad,Tier-1,2024-01-07
680,"Radhakrishnan, Kade and Buch",Information Technology,Small (50-200),Ludhiana,Tier-3,2023-09-01
681,"Hayre, Setty and Halder",Logistics,Startup (<50),Jamnagar,Tier-2,2023-06-09
682,Kalla-Rout,Logistics,Large (1000-5000),Dewas,Tier-3,2023-09-10
683,Gupta Inc,Financial Services,Startup (<50),Secunderabad,Tier-2,2023-09-22
684,Lal Group,Telecommunications,Mid (200-1000),Panipat,Tier-3,2024-03-10
685,Lanka and Sons,Automotive,Small (50-200),Mango,Tier-3,2023-06-25
686,Agate Ltd,Cybersecurity,Mid (200-1000),Unnao,Tier-2,2023-08-21
687,Kadakia Group,Logistics,Mid (200-1000),Amaravati,Tier-2,2023-07-05
688,Bhalla Group,Information Technology,Mid (200-1000),Hajipur,Tier-1,2024-03-24
689,Natarajan LLC,Healthcare,Enterprise (5000+),Mahbubnagar,Tier-3,2023-12-30
690,Lad-Mammen,Telecommunications,Mid (200-1000),Gorakhpur,Tier-1,2023-12-29
691,Sodhi Ltd,Telecommunications,Large (1000-5000),New Delhi,Tier-3,2024-01-21
692,Nayak-Nagi,Telecommunications,Enterprise (5000+),Faridabad,Tier-3,2024-01-19
693,Gandhi-Narasimhan,Healthcare,Startup (<50),Serampore,Tier-3,2023-12-31
694,Amble-Ganesan,EdTech,Mid (200-1000),Karaikudi,Tier-3,2024-01-20
695,"Gour, Dhillon and Chowdhury",Consulting,Startup (<50),Sirsa,Tier-2,2023-11-07
696,Dayal-Dutt,EdTech,Large (1000-5000),Parbhani,Tier-1,2023-11-26
697,Aurora and Sons,Manufacturing,Large (1000-5000),Varanasi,Tier-2,2023-11-17
698,"Vala, Mani and Sandhu",FMCG,Mid (200-1000),Raiganj,Tier-3,2023-06-30
699,Gokhale-Sahni,Healthcare,Small (50-200),Jehanabad,Tier-2,2023-10-07
700,"Kalla, Varkey and Sem",Automotive,Startup (<50),Karaikudi,Tier-2,2023-07-27
701,"Devan, Dani and Vasa",FMCG,Mid (200-1000),Yamunanagar,Tier-3,2023-11-17
702,Doctor-Sarna,Cybersecurity,Large (1000-5000),Hazaribagh,Tier-1,2023-10-07
703,Bakshi-Thakur,Healthcare,Small (50-200),Bijapur,Tier-1,2023-12-01
704,Krish-Palan,Cybersecurity,Startup (<50),Motihari,Tier-3,2023-07-27
705,Patla Ltd,Financial Services,Mid (200-1000),Gudivada,Tier-3,2023-06-26
706,Saran and Sons,E-Commerce,Startup (<50),Gudivada,Tier-3,2023-12-13
707,Gala PLC,FMCG,Startup (<50),Srinagar,Tier-2,2023-09-13
708,"Rama, Garg and Loyal",FMCG,Startup (<50),Katihar,Tier-3,2023-11-09
709,Chandran Inc,EdTech,Large (1000-5000),Jammu,Tier-2,2023-09-14
710,"Wable, Ramaswamy and Nayak",Healthcare,Large (1000-5000),Kurnool,Tier-3,2023-06-26
711,Rama Ltd,Automotive,Small (50-200),Machilipatnam,Tier-3,2023-08-09
712,"Nayar, Om and Taneja",Healthcare,Startup (<50),Navi Mumbai,Tier-2,2023-10-06
713,"Lad, Deo and Iyer",Healthcare,Mid (200-1000),Aizawl,Tier-2,2023-07-13
714,"Bajaj, Atwal and Rau",Healthcare,Mid (200-1000),Haridwar,Tier-2,2023-12-04
715,Devi and Sons,Logistics,Small (50-200),Tinsukia,Tier-1,2023-07-06
716,Sarin Inc,Manufacturing,Small (50-200),Jalgaon,Tier-3,2024-02-22
717,Sood Ltd,EdTech,Enterprise (5000+),Ballia,Tier-3,2023-11-20
718,"Lalla, Pandit and Bhardwaj",Cybersecurity,Small (50-200),Rohtak,Tier-3,2023-06-15
719,"Pandit, Ganesan and Dua",Telecommunications,Startup (<50),Nizamabad,Tier-3,2023-06-12
720,"Rama, Shere and Mukhopadhyay",E-Commerce,Startup (<50),Ajmer,Tier-3,2023-12-10
721,Pathak Ltd,Manufacturing,Enterprise (5000+),Buxar,Tier-2,2023-06-09
722,Swamy Group,Consulting,Large (1000-5000),Jamshedpur,Tier-2,2023-08-10
723,Ahuja Ltd,Consulting,Large (1000-5000),Shivpuri,Tier-2,2023-06-08
724,Doshi PLC,Consulting,Small (50-200),Rourkela,Tier-3,2024-01-12
725,"Chakrabarti, Mistry and Bhatia",Manufacturing,Mid (200-1000),Jalgaon,Tier-3,2023-07-25
726,Tripathi-Balay,EdTech,Small (50-200),Tumkur,Tier-3,2023-08-03
727,Koshy-Nagy,Cybersecurity,Small (50-200),Pune,Tier-3,2023-10-31
728,Sanghvi-Sandal,Manufacturing,Startup (<50),Anantapuram,Tier-2,2024-02-15
729,Subramanian PLC,Telecommunications,Large (1000-5000),New Delhi,Tier-3,2024-01-10
730,"Shenoy, Bala and Natt",E-Commerce,Mid (200-1000),Bhubaneswar,Tier-2,2023-07-25
731,Kashyap and Sons,Consulting,Small (50-200),Rourkela,Tier-3,2023-10-25
732,Nagar Group,Automotive,Small (50-200),Dehradun,Tier-3,2023-10-04
733,"Nanda, Sharma and Kala",Cybersecurity,Startup (<50),Jabalpur,Tier-1,2023-10-09
734,"Raghavan, Wable and Mangat",Logistics,Enterprise (5000+),Karnal,Tier-3,2023-08-09
735,Nanda-Nair,Telecommunications,Startup (<50),Faridabad,Tier-2,2024-03-23
736,Hayre and Sons,Telecommunications,Mid (200-1000),Delhi,Tier-2,2023-10-06
737,Suri-Jani,Information Technology,Enterprise (5000+),Aligarh,Tier-3,2023-08-29
738,"Mammen, Baria and Ghose",FMCG,Large (1000-5000),Pallavaram,Tier-3,2023-10-23
739,Gokhale Group,Information Technology,Small (50-200),Mehsana,Tier-2,2024-01-10
740,Chakrabarti Inc,FMCG,Small (50-200),Haldia,Tier-3,2023-11-15
741,Ramakrishnan-Basak,Telecommunications,Startup (<50),Siwan,Tier-2,2023-08-26
742,Choudhury Ltd,EdTech,Mid (200-1000),Raiganj,Tier-2,2023-08-25
743,Raman LLC,Logistics,Startup (<50),Thanjavur,Tier-3,2023-06-18
744,Ghose-Krish,E-Commerce,Startup (<50),Unnao,Tier-3,2023-09-26
745,Tak-Khanna,Cybersecurity,Small (50-200),Thane,Tier-3,2023-12-02
746,Gill PLC,Automotive,Large (1000-5000),Mumbai,Tier-3,2023-09-14
747,"Mann, Zachariah and Nori",Telecommunications,Mid (200-1000),Hubli–Dharwad,Tier-3,2024-01-23
748,Rau Inc,Financial Services,Startup (<50),Bikaner,Tier-3,2023-08-22
749,Saraf LLC,EdTech,Small (50-200),Belgaum,Tier-3,2024-03-06
750,Dhar Group,E-Commerce,Small (50-200),Sasaram,Tier-2,2024-03-01
751,"Kant, Grover and Nair",Manufacturing,Startup (<50),Bijapur,Tier-3,2024-02-27
752,Yadav-Palan,Automotive,Enterprise (5000+),Kota,Tier-2,2023-07-14
753,Gola-Sane,FMCG,Startup (<50),Jodhpur,Tier-3,2023-11-01
754,Natarajan-Rege,FMCG,Startup (<50),Chandigarh,Tier-3,2023-12-01
755,"Deol, Anne and Borra",Financial Services,Mid (200-1000),Bhilwara,Tier-3,2023-12-14
756,"Mohanty, Mohan and Comar",Logistics,Mid (200-1000),Rajkot,Tier-2,2023-11-18
757,"Pandey, Mangat and Mittal",FMCG,Startup (<50),Dharmavaram,Tier-2,2024-03-25
758,Bhatti-Warrior,Financial Services,Small (50-200),Unnao,Tier-3,2024-03-25
759,"Gupta, Bhavsar and Murthy",Manufacturing,Small (50-200),Mathura,Tier-3,2023-11-08
760,Hayre-Suri,Consulting,Mid (200-1000),Haridwar,Tier-1,2023-10-29
761,"Pillay, Chaudhary and Dara",Manufacturing,Startup (<50),Gaya,Tier-2,2024-01-08
762,Nath PLC,Manufacturing,Enterprise (5000+),Kakinada,Tier-2,2023-11-12
763,Lala-Wali,E-Commerce,Small (50-200),Kottayam,Tier-2,2023-09-30
764,Lala PLC,FMCG,Startup (<50),Surendranagar Dudhrej,Tier-2,2023-06-04
765,Mangat-Din,Information Technology,Large (1000-5000),Jhansi,Tier-1,2023-10-11
766,Jha-Agrawal,Financial Services,Startup (<50),Dewas,Tier-3,2023-12-07
767,"Shroff, Gola and Bajwa",E-Commerce,Enterprise (5000+),Karaikudi,Tier-2,2023-11-03
768,Brar and Sons,E-Commerce,Startup (<50),Sirsa,Tier-2,2024-02-25
769,Taneja Ltd,Consulting,Mid (200-1000),Jamshedpur,Tier-3,2024-02-09
770,Narayan Group,Automotive,Small (50-200),Ahmednagar,Tier-2,2023-12-05
771,Varghese Inc,EdTech,Small (50-200),Yamunanagar,Tier-1,2023-10-09
772,Dass-Parmar,Telecommunications,Mid (200-1000),Chittoor,Tier-3,2023-06-05
773,Oza Ltd,Financial Services,Small (50-200),Panihati,Tier-3,2024-02-13
774,Hari-Murthy,FMCG,Startup (<50),Mirzapur,Tier-2,2024-01-27
775,Nori-Bhasin,Telecommunications,Mid (200-1000),Khandwa,Tier-3,2023-11-25
776,Bumb-Nadkarni,Information Technology,Small (50-200),Panipat,Tier-2,2023-08-03
777,"Murthy, Nayak and Srivastava",Logistics,Mid (200-1000),Chennai,Tier-3,2023-11-02
778,Kumar-Dutta,Consulting,Small (50-200),Gwalior,Tier-2,2024-01-18
779,Basu Ltd,Information Technology,Large (1000-5000),Ongole,Tier-2,2023-09-25
780,"Bhatia, Wagle and Sethi",Consulting,Mid (200-1000),Firozabad,Tier-3,2024-02-06
781,Venkataraman Group,E-Commerce,Enterprise (5000+),Haldia,Tier-3,2023-11-23
782,Iyer-Patla,Information Technology,Startup (<50),Dewas,Tier-2,2023-08-05
783,"Venkatesh, Bhalla and Bajwa",Automotive,Startup (<50),Kolhapur,Tier-2,2023-06-15
784,Khurana-Banerjee,Information Technology,Large (1000-5000),Bellary,Tier-3,2023-11-06
785,Choudhary LLC,Logistics,Small (50-200),Thiruvananthapuram,Tier-3,2023-07-10
786,Balakrishnan-Master,Telecommunications,Small (50-200),Bikaner,Tier-1,2024-02-03
787,Pall-Chada,Cybersecurity,Small (50-200),Guwahati,Tier-3,2023-06-17
788,"Mishra, Maharaj and Nadkarni",Logistics,Small (50-200),Ambala,Tier-1,2024-02-09
789,Brahmbhatt LLC,Healthcare,Mid (200-1000),Mathura,Tier-3,2023-10-17
790,"Sabharwal, Apte and Cheema",Cybersecurity,Large (1000-5000),Dindigul,Tier-3,2024-01-03
791,Dass and Sons,Information Technology,Startup (<50),North Dumdum,Tier-2,2023-10-06
792,Majumdar PLC,Financial Services,Mid (200-1000),Kadapa,Tier-2,2023-12-29
793,"Subramanian, Parekh and Sagar",Financial Services,Small (50-200),Tirupati,Tier-3,2023-09-22
794,"Morar, Kalla and Rau",Logistics,Mid (200-1000),Sangli-Miraj & Kupwad,Tier-1,2023-10-31
795,Nagy Ltd,Information Technology,Mid (200-1000),Rajahmundry,Tier-2,2024-02-05
796,Mann Group,FMCG,Startup (<50),Morena,Tier-2,2023-08-05
797,"Dash, Tata and Kar",Logistics,Mid (200-1000),Cuttack,Tier-2,2023-07-15
798,Pillai-Sood,Consulting,Startup (<50),Vijayawada,Tier-2,2023-10-16
799,Brar-Varma,EdTech,Startup (<50),Dhule,Tier-3,2024-02-02
800,Talwar-Shah,EdTech,Mid (200-1000),Kottayam,Tier-1,2023-08-30
801,Doshi-Rai,Telecommunications,Mid (200-1000),Amaravati,Tier-1,2023-11-24
802,Venkataraman-More,Manufacturing,Mid (200-1000),Nadiad,Tier-3,2023-08-31
803,Banerjee Inc,Cybersecurity,Mid (200-1000),Navi Mumbai,Tier-3,2024-02-13
804,"Chowdhury, Borde and Kunda",Cybersecurity,Small (50-200),Shahjahanpur,Tier-2,2023-09-12
805,Boase PLC,E-Commerce,Enterprise (5000+),Hospet,Tier-2,2024-03-14
806,Rai Inc,Consulting,Small (50-200),Avadi,Tier-2,2024-02-06
807,Hegde-Dasgupta,Logistics,Large (1000-5000),Kottayam,Tier-3,2024-02-13
808,"Agate, Golla and Kota",EdTech,Mid (200-1000),Pallavaram,Tier-3,2023-07-17
809,Samra and Sons,EdTech,Large (1000-5000),Adoni,Tier-2,2023-06-27
810,"Sane, Das and Sastry",Consulting,Startup (<50),Vadodara,Tier-2,2023-12-18
811,Chaudry Group,Automotive,Mid (200-1000),Thoothukudi,Tier-3,2024-02-16
812,Yogi Ltd,Financial Services,Enterprise (5000+),Mira-Bhayandar,Tier-3,2023-11-25
813,Chander PLC,EdTech,Startup (<50),Tirupati,Tier-3,2024-01-26
814,Dube PLC,Financial Services,Large (1000-5000),Latur,Tier-3,2023-11-14
815,Rau LLC,EdTech,Small (50-200),Bhopal,Tier-3,2023-12-30
816,Pandey Ltd,Logistics,Large (1000-5000),Solapur,Tier-2,2023-12-31
817,"Bora, Varghese and Borah",Financial Services,Mid (200-1000),Kozhikode,Tier-2,2024-01-02
818,Bedi LLC,Consulting,Small (50-200),South Dumdum,Tier-2,2024-03-13
819,Kothari-Boase,FMCG,Small (50-200),Bangalore,Tier-3,2023-11-02
820,Mangal-Saha,Information Technology,Startup (<50),Madanapalle,Tier-3,2024-03-16
821,Narasimhan-Koshy,Healthcare,Small (50-200),Tenali,Tier-2,2024-01-02
822,Lad-Pandit,Cybersecurity,Small (50-200),Rourkela,Tier-3,2023-10-01
823,Wagle Ltd,Consulting,Mid (200-1000),Motihari,Tier-3,2023-10-07
824,"Murthy, Nori and Merchant",Consulting,Mid (200-1000),Nagaon,Tier-3,2023-06-08
825,Keer-Misra,EdTech,Small (50-200),Rajkot,Tier-2,2024-03-18
826,"Kapadia, Golla and Natarajan",EdTech,Startup (<50),Singrauli,Tier-3,2023-11-08
827,"Bal, Walia and Chhabra",Financial Services,Large (1000-5000),Srikakulam,Tier-3,2023-12-29
828,"Thaker, Mukhopadhyay and Nanda",Financial Services,Mid (200-1000),Morena,Tier-2,2023-07-07
829,Chahal-Yadav,Healthcare,Small (50-200),Malegaon,Tier-3,2023-09-15
830,Dubey-Subramanian,FMCG,Startup (<50),Kakinada,Tier-3,2023-11-19
831,Brar-Vora,Consulting,Large (1000-5000),Cuttack,Tier-2,2023-09-05
832,Kamdar-Nair,E-Commerce,Mid (200-1000),Rampur,Tier-3,2023-08-07
833,"Choudhry, Manne and Palla",Manufacturing,Mid (200-1000),Khora ,Tier-3,2023-12-08
834,"Ranganathan, Upadhyay and Hora",Financial Services,Mid (200-1000),Jamalpur,Tier-3,2024-02-17
835,Gara-Mammen,E-Commerce,Large (1000-5000),Alwar,Tier-3,2023-12-09
836,Kapoor-Sur,Consulting,Large (1000-5000),Imphal,Tier-3,2023-12-24
837,Sawhney-Hegde,Financial Services,Startup (<50),Junagadh,Tier-3,2023-08-05
838,Prakash LLC,Financial Services,Mid (200-1000),Jabalpur,Tier-3,2023-08-14
839,"Baria, Zacharia and Bhandari",Logistics,Startup (<50),Noida,Tier-3,2024-01-06
840,"Mohan, Dyal and Oommen",FMCG,Startup (<50),Mahbubnagar,Tier-3,2024-01-17
841,Sarna-Gaba,Cybersecurity,Mid (200-1000),Mangalore,Tier-2,2023-11-07
842,Suri-Sagar,Automotive,Small (50-200),Mira-Bhayandar,Tier-3,2023-12-16
843,"Tata, Thaker and Gaba",FMCG,Small (50-200),Anand,Tier-3,2024-02-04
844,"Chand, Devan and Mital",Automotive,Startup (<50),Mirzapur,Tier-1,2023-11-03
845,Sawhney and Sons,Automotive,Startup (<50),Jamnagar,Tier-3,2024-02-02
846,Bhakta PLC,FMCG,Mid (200-1000),Khora ,Tier-1,2024-02-15
847,"Sachdev, Pai and Dugal",Logistics,Large (1000-5000),Panchkula,Tier-2,2023-12-27
848,Subramanian Ltd,Cybersecurity,Large (1000-5000),Coimbatore,Tier-3,2023-09-10
849,"Viswanathan, Chanda and Oak",Financial Services,Mid (200-1000),Tinsukia,Tier-2,2024-03-19
850,"Gala, Divan and Sharaf",Consulting,Small (50-200),Mirzapur,Tier-3,2023-09-23
851,Dhar-Nayak,Information Technology,Small (50-200),Gudivada,Tier-1,2023-11-25
852,Sama LLC,E-Commerce,Enterprise (5000+),Nellore,Tier-1,2024-02-09
853,Ray-Shere,Logistics,Startup (<50),Pudukkottai,Tier-3,2023-06-27
854,"Swaminathan, Karnik and Toor",Manufacturing,Enterprise (5000+),Chapra,Tier-2,2023-09-13
855,Chand and Sons,Consulting,Large (1000-5000),Vasai-Virar,Tier-2,2024-03-19
856,Choudhary PLC,E-Commerce,Large (1000-5000),Chandigarh,Tier-2,2023-09-01
857,Vala Ltd,EdTech,Startup (<50),Mirzapur,Tier-3,2024-03-15
858,"Dhar, Aurora and Sagar",Cybersecurity,Mid (200-1000),Mau,Tier-2,2023-07-11
859,Devi-Magar,Consulting,Startup (<50),Durg,Tier-3,2023-10-07
860,Balay-Kulkarni,E-Commerce,Small (50-200),Mangalore,Tier-3,2023-09-29
861,Sengupta Group,Information Technology,Large (1000-5000),Allahabad,Tier-3,2023-08-01
862,Mandal-Mistry,E-Commerce,Startup (<50),Bikaner,Tier-2,2024-02-03
863,"Dey, Som and Saran",Manufacturing,Mid (200-1000),Shahjahanpur,Tier-1,2023-12-25
864,"Bhatti, Choudhury and Sodhi",FMCG,Small (50-200),Rourkela,Tier-2,2023-06-06
865,"Kata, Sehgal and Nanda",Financial Services,Small (50-200),Adoni,Tier-3,2024-02-05
866,"Desai, Uppal and Seshadri",Consulting,Startup (<50),Rohtak,Tier-3,2023-09-13
867,"Narang, Palan and Issac",Financial Services,Small (50-200),Suryapet,Tier-1,2023-07-17
868,Dora-Prashad,FMCG,Mid (200-1000),Narasaraopet,Tier-3,2024-02-13
869,Sule-Borah,Consulting,Small (50-200),Dehri,Tier-3,2023-10-03
870,Taneja-Padmanabhan,Telecommunications,Enterprise (5000+),Kochi,Tier-2,2023-06-09
871,Varty LLC,Automotive,Small (50-200),Tenali,Tier-2,2023-12-03
872,Savant Ltd,Logistics,Large (1000-5000),Chapra,Tier-1,2023-11-25
873,Sem-Chander,Healthcare,Startup (<50),Bhiwandi,Tier-3,2023-12-16
874,Buch-Acharya,Information Technology,Mid (200-1000),Bahraich,Tier-2,2024-01-02
875,Korpal-Aurora,E-Commerce,Small (50-200),Gorakhpur,Tier-3,2023-08-28
876,"Parmer, Sura and Kara",Healthcare,Small (50-200),Durg,Tier-3,2023-06-07
877,Divan-Guha,Consulting,Startup (<50),Giridih,Tier-2,2023-09-05
878,Iyer LLC,EdTech,Small (50-200),Morbi,Tier-2,2023-12-31
879,Sule-Mann,Telecommunications,Startup (<50),Unnao,Tier-3,2023-09-14
880,Raghavan-Nagar,Logistics,Startup (<50),Ulhasnagar,Tier-2,2023-11-28
881,Warrior Group,Telecommunications,Enterprise (5000+),Katni,Tier-3,2024-01-19
882,Padmanabhan-Bhasin,EdTech,Small (50-200),Vadodara,Tier-2,2023-12-18
883,Hegde-Comar,FMCG,Small (50-200),Farrukhabad,Tier-1,2023-10-27
884,Gaba-Bora,E-Commerce,Mid (200-1000),Kozhikode,Tier-1,2024-02-22
885,"Acharya, Barad and Chana",Manufacturing,Mid (200-1000),Bhalswa Jahangir Pur,Tier-3,2023-07-04
886,Mohan-Kadakia,Information Technology,Small (50-200),Hubli–Dharwad,Tier-2,2023-10-31
887,"Kar, Nair and Issac",Information Technology,Mid (200-1000),Anand,Tier-3,2023-06-19
888,Merchant Inc,Healthcare,Large (1000-5000),Saharsa,Tier-1,2023-08-21
889,Joshi-Venkatesh,Telecommunications,Startup (<50),Panihati,Tier-2,2023-09-13
890,Dey-Kulkarni,Information Technology,Enterprise (5000+),Udaipur,Tier-1,2023-09-20
891,"Magar, Sarraf and Baria",E-Commerce,Enterprise (5000+),Jabalpur,Tier-2,2023-11-05
892,"Srivastava, Sen and Bhardwaj",Automotive,Small (50-200),Bathinda,Tier-2,2023-08-29
893,Khatri Ltd,Cybersecurity,Startup (<50),Amaravati,Tier-3,2024-01-14
894,Seth-Chaudhry,Manufacturing,Small (50-200),Khora ,Tier-2,2023-12-13
